"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez1"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez2"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez3"
"Anthophora",NA,"bimaculata",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Centaurea aspera",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez4"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez5"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez6"
"Ceratina",NA,"cucurbitina",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez7"
"Hylaeus",NA,"pictipes",NA,"Spain","Murcia","Fuente Librilla","37.905685","-1.456112","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Echium creticum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez8"
"Lasioglossum",NA,"malachurum",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez9"
"Eucera",NA,"elongatula",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez10"
"Eucera",NA,"elongatula",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez11"
"Hoplitis",NA,"perezi",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez12"
"Eucera",NA,"elongatula",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Convolvulus althaeoides",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez13"
"Lasioglossum",NA,"malachurum",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Ana Isabel Asensio Pérez","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,NA,NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez14"
"Colletes",NA,"abeillei",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,1,0,0,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez15"
"Colletes",NA,"abeillei",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez16"
"Eucera",NA,"elongatula",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Pallenis spinosa",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez17"
"Andrena",NA,"nigroaenea",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Carduus sp",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez18"
"Hylaeus",NA,"variegatus",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,NA,NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez19"
"Osmia",NA,"caerulescens",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz y DNA barcoding",1,0,0,0,NA,"Phlomis lychnitis",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez20"
"Anthophora",NA,"plumipes",NA,"Spain","Murcia","Alhama de Murcia","37.870095","-1.453182","~100 metres",2017,5,16,NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz y DNA barcoding",0,0,0,1,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","These samples were collected with a project to young researchers from the AEET",NA,"55_Martinez-lopez21"
