"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Megachile",NA,"giraudi",NA,"Spain","Región de Murcia","Totana",37.818793,-1.494868,"~100 metres",2017,"05","24",NA,NA,"Vicente Martínez López","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_1"
"Andrena",NA,"nigroolivacea",NA,"Spain","Región de Murcia","Totana",37.798522,-1.530658,"~100 metres",2017,"03","29",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_2"
"Anthidium",NA,"cingulatum",NA,"Spain","Región de Murcia","Alhama de Murcia",37.870095,-1.453182,"~100 metres",2017,"05","16",NA,NA,"Vicente Martínez López","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_3"
"Icteranthidium",NA,"grohmanni",NA,"Spain","Región de Murcia","Totana",37.790566,-1.505581,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_4"
"Lasioglossum",NA,"subhirtum",NA,"Spain","Región de Murcia","Alhama de Murcia",37.870095,-1.453182,"~100 metres",2017,"05","16",NA,NA,"Ana Asensio","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_5"
"Lasioglossum",NA,"subhirtum",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","02",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_6"
"Megachile",NA,"pusilla",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_7"
"Osmia",NA,"tricornis",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"03","22",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Cistus albidus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_8"
"Osmia",NA,"tricornis",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"03","22",NA,NA,"Fran Muñoz Galvez","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Cistus albidus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_9"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Pilar de la Rúa","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_10"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_11"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_12"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_13"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_14"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_15"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_16"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_17"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_18"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_19"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Totana",37.768119,-1.520667,"~100 metres",2017,"05","24",NA,NA,"Andrés Garcia Reina","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_20"
"Panurgus",NA,"calcaratus",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","02",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,"Reichardia tingitana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_21"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.905685,-1.456112,"~100 metres",2017,"05","16",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_22"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.905685,-1.456112,"~100 metres",2017,"05","16",NA,NA,"Ana Asensio","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,"Sonchus tenerrimus",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_23"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.905685,-1.456112,"~100 metres",2017,"05","16",NA,NA,"Ana Asensio","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_24"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.905685,-1.456112,"~100 metres",2017,"05","16",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_25"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Alhama de Murcia",37.870095,-1.453182,"~100 metres",2017,"05","16",NA,NA,"Irene Muñoz Gabaldon","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Sideritis murgetana",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_26"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Alhama de Murcia",37.870095,-1.453182,"~100 metres",2017,"05","16",NA,NA,"Carlos Ruiz","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Phlomis lychnitis",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_27"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","16",NA,NA,"Vicente Martínez López","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_28"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",1,0,0,0,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_29"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,1,0,0,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_30"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","Fuente Librilla",37.924566,-1.47116,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Teucrium capitatum",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_31"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_32"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Centaurea aspera",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_33"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Diego Cejas","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,NA,NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_34"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Pilar de la Rúa","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Ballota hirsuta",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_35"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Región de Murcia","El Berro",37.899793,-1.476075,"~100 metres",2017,"05","16",NA,NA,"Pilar de la Rúa","Concepción Ornosa, Carlos Ruiz, DNA barcoding",0,0,0,1,NA,"Rosmarinus officinalis",NA,"Vicente Martínez-López","This samples were collected with a project to young researchers from the AEET",NA,"26_Martinez-Lopez_36"
