",Var1,Freq,Locality,Lat ,Long ,""Precision(site, city, natural park, etcÉ)"","
63,Simancas,16,,41.591506,-4.829746,Town/Municipality,
"64,""""""Coto Bajo Matallana"""""",,,,,,"
65,Cillorigo,15,,43.207121,-4.617695,Municipality,
66,Pinar,15,,37.443427,-3.439457,Municipality,
67,Torreblanca,,,40.220661,0.195476,Municipality,
68,Torremormojon,15,,41.960689,-4.777859,Municipality,
69,Villafuerte,15,,41.732688,-4.322961,Municipality,
70,Castronuevo,14,,41.729828,-5.553757,Municipality,
71,Paradilla del Alcor,14,,41.965189,-4.650572,Town,
"72,""""""La Armedilla"""""",,,41.539134,-4.341443,Site,"
73,La Flecha,13,,41.624045,-4.776945,Town,
"74,La Ventosilla,13,,41.716004,-3.821389,Site,""""""Large Country house"""""""
75,Villaseca,13,,,,,Numerous sites with same name
"76,""""""Las Fuentes"""""",,,41.640932,-0.854461,Site,"
"77,""""""Torreblanca"""" Torrepacheco"",12,,37.744156,-0.953992,Municipality,"
78,Corchuela,12,,37.234705,-5.975069,Urban Park,
79,San llorente,12,,41.686169,-4.067735,Municipality,
80,Sierra de Los Ancares,12,,42.861291,-6.53639,Mountain range,
81,Valdestillas,12,,41.479788,-4.771272,Town/Municipality,
"82,""""""Camino Hondo"""""",,,37.318517,-5.405794,Road,"
83,Alcala de Henares,11,,40.481452,-3.363245,City,
84,Belmonte de Campos,11,,41.942699,-4.987337,Municipality,
85,Cabo de Gata,11,,36.722179,-2.191724,Natural Park,
86,Celadilla,11,,,,,
87,Cieza,11,,38.240915,-1.420249,Town,
88,Padron,11,,42.756043,-8.63178,Concello,
89,Torremolinos,11,,36.626069,-4.512266,Municipality,
"90,""""""Batuecas"""""",10,,40.452735,-6.120541,Valley region,"
91,Bejar,10,,40.384822,-5.76128,Town/Municipality,
92,La Parrilla,10,,41.536288,-4.532888,Municipality,
93,Monte Torozos,10,,41.749386,-4.908322,Site,
94,Parc. 1 Granja Escuela Jose Antonio,10,,41.643099,-4.747883,Farm School,
95,Pedrosa del Rey,10,,41.55585,-5.203761,Municipality,
96,San Bernardo,10,,41.630245,-4.26379,Site,
97,San Llorente,10,,41.686153,-4.067928,Municipality,
98,Sierra Nevada,10,,37.094072,-3.157595,Mountain Range,
99,Sotoserrano,10,,40.434805,-6.031898,Municipality,
100,Tariego,10,,41.904127,-4.481543,Municipality,
101,Valoria de Alcor,10,,41.89921,-4.803117,Town,
102,Villafrechos,10,,41.893061,-5.217834,Municipality,
"103,""_""""Finca Zamadue?as""""_"",9,,,,,"
"104,""""""Camino Hondo"""""",,,37.976124,-1.145156,Road,"
"105,""""""La Armedilla"""" Cogeces del Monte"",9,,41.539382,-4.340949,Site,"
"106,""""""La Senovilla"""" Olmedo"",9,,41.287778,-4.692511,Road site in Olmedo,"
"107,""""""Montes Torozos"""""",,,41.749386,-4.908322,Site,"
108,Ajo,9,,43.479597,-3.611941,City,
109,Corcos,9,,41.809604,-4.693243,Municipality,
110,Guarrate,9,,41.288951,-5.442673,Municipality,
111,Hervas,9,,40.274025,-5.860139,Town,
112,Ponferrada,9,,42.548845,-6.596978,City,
113,Puenteduero,9,,41.550905,-4.7925,Town,
114,Sierra Cazorla,9,,38.15568,-2.652265,Natural Park,
115,Torquemada,9,,42.033988,-4.319882,Municipality,
116,_Camino Hondo_,,,,,,
"117,""""""Camino Hondo"""""",,,,,,"
"118,""""""El Barcial"""""",,,41.951498,-5.283,Municipality,Barcial del Barco?"
"119,""""""El Barcial"""""",,,41.951498,-5.283,Municipality,Barcial del Barco?"
120,Albolote,8,,37.228266,-3.653929,Town,
121,Astorga,8,,42.454798,-6.053553,Town,
122,Becerril,8,,40.710191,-3.995595,Municipality,
123,Caballar,8,,41.121413,-3.964316,Municipality,
124,Ciudad Ducal,8,,40.582314,-4.375178,City,
125,Curiel,8,,41.640918,-4.099019,Municipality,Curiel de Duero
126,El Alquian,8,,36.852768,-2.355391,Municipality,
127,Escalante,8,,43.436844,-3.513614,Municipality,
128,Granja de Maices,,,,,,
129,Huelva,8,,37.262939,-6.941837,City,
130,Isla,8,,43.493883,-3.549992,Village,
131,La Bazana,8,,38.275825,-6.745239,Hamlet,
132,La Cisterniga,8,,41.611141,-4.685092,Municipality,
133,Padilla ,8,,,,,Padilla de Abajo or Padilla de Arriba?
134,Sierra de la Culebra,8,,41.899864,-6.324685,Mountain Range,
135,Tineo,8,,43.339136,-6.474996,Municipality,
136,Valero,8,,40.534915,-5.941862,Municipality,
"137,""""""Corrall Jose Antonio"""""",,,,,,"
"138,""""""Coto Bajo de Matallana"""" Villalba de los Alcores"",7,,41.900884,-4.864371,Site,"
"139,""""""El Aguilucho"""" Librilla"",7,,37.886829,-1.354663,Village,"
140,Mojados,7,,41.43122,-4.664356,Municipality,Las fuentes- site?
"141,""""""Pinar"""""",7,,37. 443547,-3.4395,Municipality,"
"142,""""""Torreblanca"""""",,,40.220661,0.195476,Municipality,"
143,Balsicas,7,,37.818656,-0.956613,Village,
144,Candeleda,7,,40.15602,-5.242303,Town,
145,Fuentespina,7,,41.633505,-3.68655,Municipality,
146,Mora de Luna,7,,42.821465,-5.845704,Town,
147,Navafria,7,,41.054354,-3.823593,Municipality,
148,Olmedo,7,,41.291901,-4.710961,Municipality,
149,Retuerta,7,,42.029585,-3.506678,Municipality,
150,Saucelle,7,,41.048218,-6.752926,Municipality,
151,Valencia del Ventoso,7,,38.266116,-6.474,Municipality,
"152,""""""Cerro Contiendas"""" Granja Escuela Jose Antonio"",6,,41.643099,-4.747883,Farm School,"
"153,""""""Corral Jose Antonio"""""",,,,,,"
"154,""""""El Barcial"""" Toro"",6,,41.951498,-5.283,Barcial del Barco?,"
155,Armu?a,6,,,,,
156,El Alquian,6,,36.85294,-2.355606,Municipality,
157,La Fregeneda,6,,40.987703,-6.867205,Municipality,
158,Naranco,6,,43.383238,-5.866474,Site,
159,Puerto de Manzanal,6,,42.590603,-6.221759,Town,
160,Sardin,6,,43.296605,-5.845774,Site,
161,Villanueva de los Castillejos,6,,37.5003,-7.261676,Town/Municipality,
"162,""""""Colina sobre puente"""" Toro"",5,,41.525359,-5.392351,Town/Municipality,"
"163,""""""Coto Bajo Matallana"""" Villalba de los Alcores"",5,,41.863553,-4.859384,Municipality,"
"164,""""""Los Saurines"""" Balsicas"",5,,37.81869,-0.956785,Town,"
"165,""""""Naranco"""""",5,,43.383238,-5.866474,Site,"
"166,""""""Zona vi?as"""" Granja Escuela Jose Antonio"",5,,41.643099,-4.747883,Farm School,"
167,Antonanes del Paramo,5,,42.403282,-5.789363,Town,
168,Barcelona,5,,41.398632,2.157692,City,
169,Canet,5,,41.598654,2.577083,Municipality,Canet de Mar?
170,Castelseras,5,,40.981343,-0.145804,Municipality,
171,Cogeces del Monte,5,,41.509872,-4.318593,Municipality,
172,Corchuela ,5,,39.987294,-5.18112,Park,
173,corral J.Antonio,,,,,,
174,Granja Escuela Jose Antonioparc.16,5,,41.643099,-4.747883,Farm School,
175,Maderuelo,5,,41.485463,-3.523701,Municipality,
176,Mayalde,5,,41.251445,-5.797864,Municipality,
177,na,5,,,,,
178,Navarredonda,5,,40.362387,-5.131121,Municipality/Town,
"179,""nidos """"El Barcial"""""",,,41.951498,-5.283,Municipality,"
180,Ojeda,5,,,,,
181,Paguera,5,,39.539521,2.450143,Town,
182,Pouzdrany,5,,,,Czech Republic?,
183,Puebla de Valdavia,5,,42.673901,-4.609598,Municipality,
184,Pueblonuevo del Guadiana,5,,38.923502,-6.756794,Town,
185,Puerto de San Glorio,5,,43.066931,-4.765878,Site - Road through mountains,
186,San Miguel de Bernuy,5,,41.398608,-3.951765,Municipality,
187,Tafira Alta,5,,28.053042,-15.466195,Suburb,
188,Tierra de Campos,5,,42.075632,-4.93534,Natural region,
189,Villaveza,,,41.919684,-5.678276,Municipality,
190,?,4,,,,,
"191,""""""Berria"""""",,,,,Newspaper?,"
"192,""""""Corral Jose Antonio"""""",,,,,,"
"193,""""""Corral jose Antonio"""""",,,,,,"
"194,""""""El Aguilucho"""""",,,,,,"
"195,""""""Finca Boris Calero"""""",,,,,,"
"196,""""""Hotel Las Batuecas"""""",,,40.490226,-6.112098,Site,"
"197,""""""La Gonzala"""" Villanueva Castillejos"",4,,37.499959,-7.271891,Town,"
"198,""""""La Senovilla"""""",,,,,,"
"199,""""""Las Fuentes"""" Mojados"",4,,41.443547,-4.672135,Site,"
"200,""""""Paramo de Matallana"""""",,,41.8667,-4.85,,"
"201,""""""vi?as"""""",,,,,,"
"202,""""""Vi?as"""""",,,,,,"
"203,""""""Villaveza"""""",,,41.919732,-5.678212,Villaveza del Agua? ,"
204,Aldehuela,4,,40.267646,-1.058236,Site,
205,Bu?aco?,4,,,,,
206,Cairo,4,,30.044291,31.235568,Capital of Egypt,
207,Cancarix,4,,38.420505,-1.570298,Town,
208,Carraduero,4,,41.602232,-4.548941,Site,
209,Cascon de la Nava,4,,42.056786,-4.644565,Hamlet,
210,Chane,4,,41.338943,-4.426661,Municipality,
211,Galizano,4,,43.469343,-3.671774,Municipality,
212,La Cisterniga,4,,41.611334,-4.685092,Municipality,
213,Langayo,4,,41.569921,-4.198091,Municipality,
214,lindero p.16,,,,,,
215,Lindero p.16,,,,,,
216,Marbella,4,,36.509893,-4.882497,City,
217,Monegros (2),4,,41.743743,-0.307759,County,
218,Montes Torozos,,,41.691799,-4.984308,Mountain site,
219,Nava de los Correhuelas,,,37.926882,-2.866572,Site,
220,Pallares,4,,38.110926,-6.15111,Village,
221,parc. 16 ,4,,41.643099,-4.747883,,
222,Parc. 16,,,,,,
223,Parc. 21,,,,,,
224,parc.16,,,,,,
225,Pesqueruela,4,,41.59486,-4.839061,Valladolid Province,
226,Pola de Lena,4,,43.157901,-5.828454,Town,
227,Potes,4,,43.151483,-4.622905,Municipality,
228,Priego,4,,37.438515,-4.198406,Town,
229,Puerto de Puerto de San Glorio,4,,43.066931,-4.765878,Mountain ,
230,Roblehondo,,,,,,
231,Rodillo,4,,,,,
"232,S. Miguel de Arroyo,4,,""41,442,884"",""-4,460,304"",Municipality,"
"233,Salda?a,4,,""42,516,648"",""-4,738,471"",Town,"
"234,San Bernando,4,,""41,630,221"",""-4,264,090"",Village,"
"235,San Esteban de la Sierra,4,,""40,506,279"",""-5,905,857"",Village,"
"236,Santa Eulalia de Tabara,4,,""41,809,007"",""-5,851,291"",Locality,"
"237,Sebulcor,4,,""41,271,133"",""-3,885,056"",Municipality,"
"238,Sep?lveda,4,,""41,297,642"",""-3,751,006"",Municipality,"
"239,Sepulveda,4,,""41,297,642"",""-3,751,006"",Municipality,"
"240,Talavera,4,,""39,961,068"",""-4,830,723"",City,"
"241,taller Granja Escuela Jose Antonio,4,,""41,643,131"",""-4,748,269"",Site,"
"242,Tamames,4,,""40,656,533"",""-6,106,046"",Municipality,"
"243,Tordesillas,4,,""41,501,587"",""-5,000,507"",Town,"
"244,Trescasas,4,,""40,959,979"",""-4,037,829"",Municipality,"
"245,Villalba de los Alcores,4,,""41,863,753"",""-4,859,276"",Municipality,"
"246,Zavist,4,Czech,""49,973,201"",""14,400,432"",District,"
"247,""""""Camino Hondo"""""",,,""37,318,546"",""-5,405,757"",Street,"
"248,""""""Casa Director"""""",,,,,,"
"249,""""""Casa Rafael Lopez"""""",,,,,,"
"250,""""""Corral J. Antonio"""""",,,,,,"
"251,""""""El Cuartelillo"""""",3,,,,,"
"252,""""""El lavadero"""" Santa Cruz de Tenerife"",3,,""28,461,779"",""-16,254,304"",City,"
"253,""""""La Senovilla"""""",,,,,,"
"254,""""""Los Saurines"""""",,,""37,790,561"",-0.972687,Golf Resort,"
"255,""""""San Mam?s"""" Langayo"",3,,,,,"
"256,""""""Zona del Castillo"""""",,,,,,"
257,10 km E,3,,,,,
258,30 km. E,3,,,,,
"259,Alar del Rey,3,,""42,659,431"",""-4,310,091"",Municipality,"
"260,Aldearrubia,3,,""41,007,159"",""-5,499,243"",Village,"
261,Almendros casa Director,,,,,,
"262,Aniezo,3,,""43,145,539"",""-4,537,506"",Hamlet,"
"263,Aspe,3,,""38,343,923"",-0.768683,Town,"
"264,Autilla del Pino,3,,""41,990,445"",""-4,631,599"",Municipality,"
"265,Ayacata,3,,""27,852,095"",""-15,443,711"",District,"
"266,Boadilla del Camino,3,,""42,259,522"",""-4,346,439"",Municipality,"
"267,C?rdoba,3,,""37,891,107"",""-4,778,821"",City,"
"268,Campaspero,3,,""41,493,515"",""-4,195,086"",Locality,"
269,Carbonero,3,,,,,
"270,Castillo de Sep?lveda,3,,""41,337,631"",""-3,789,226"",Village,"
"271,Corral vi?as Granja Escuela Jose Antonio,3,,""41,643,131"",""-4,748,269"",Site,"
"272,Dobrichovice,3,,""49,921,292"",""14,280,128"",Town,"
"273,Fuentedue?a,3,,""41,440,683"",""-3,965,115"",Municipality,"
"274,Fuentes de N.,3,,""42,082,934"",""-4,783,144"",Municipality,"
"275,Fuentes de Nava,3,,""42,082,934"",""-4,783,144"",Municipality,"
"276,Garcibuey,3,,""40,515,759"",""-5,994,369"",Village,"
"277,Granja Escuela Jose Antonio,,,""41,643,131"",""-4,748,269"",Site,"
"278,Guriezo,3,,""43,334,012"",""-3,317,135"",Town,"
"279,Hinojos,3,,""37,291,159"",""-6,380,341"",Municipality,"
"280,Ledigos,3,,""42,354,455"",""-4,864,843"",Municipality,"
"281,Linares,3,,""38,096,523"",""-3,635,743"",City,"
282,lindero 16-17,,,,,,
"283,Medina de Pomar,3,,""42,928,395"",""-3,487,771"",Municipality,"
"284,Mijas,3,,""36,593,973"",""-4,638,094"",Town,"
"285,Miranda del Casta?ar,3,,""40,483,359"",""-5,996,038"",Municipality,"
"286,Montemayor de Pililla,3,,""41,509,008"",""-4,458,141"",Municipality,"
"287,Montes Torozos,3,,""41,698,464"",""-4,998,041"",Wilderness Area,"
"288,Neila de San M.,3,,""40,423,298"",""-5,651,463"",Village,"
"289,Noja,3,,""43,483,741"",""-3,526,501"",Municipality,"
"290,Olmos de Ojeda,3,,""42,722,105"",""-4,425,889"",Municipality,"
291,p.16,,,,,,
292,parc. 16,,,,,,
"293,Parc. 17 Granja Escuela Jose Antonio,3,,""41,643,131"",""-4,748,269"",Site,"
294,Parc.24,,,,,,
"295,Pino del R?o,3,,""42,645,031"",""-4,807,296"",Municipality,"
"296,Plasencia,3,,""40,035,246"",""-6,083,929"",City,"
"297,Portilla de Padornelo,3,,""42,032,766"",""-6,836,244"",Mountain Pass,"
298,Puebla del M.,3,,,,,
"299,Quintana,3,,""43,267,702"",""-6,307,111"",Municipality,"
300,Reina,3,,,,,
"301,Renedo,3,,""43,353,569"",""-3,951,279"",Village,"
"302,S.Miguel de Arroyo,3,,""41,442,916"",""-4,460,647"",Municipality,"
"303,Sanchiricones(vecinos),3,,""40,778,908"",""-5,877,738"",Municipality,"
"304,Sarria,3,,""42,773,518"",""-7,427,432"",Municipality,"
305,Slovakia orient.,3,,,,,
"306,Sotillo de la Adrada,3,,""40,292,896"",""-4,585,354"",Municipality,"
"307,Sotillo de Sanabria,3,,""42,091,743"",""-6,721,177"",Locality,"
"308,Toro,3,,""41,524,877"",""-5,394,068"",Town,"
"309,Torozos,3,,""41,698,464"",""-4,998,041"",Wilderness Area,"
"310,Torrepacheco,3,,""37,743,579"",-0.953734,Municipality,"
"311,Tres Casas,3,,""40,959,822"",""-4,037,829"",Municipality,"
"312,Val de Santa Mar?a,3,,""41,965,367"",""-6,211,316"",Locality,"
"313,Valdestillas,3,,""41,478,422"",""-4,771,916"",Municipality,"
"314,Vecinos,3,,""40,778,908"",""-5,877,738"",Municipality,"
"315,Villamuriel,3,,""41,948,081"",""-4,514,387"",Town,"
"316,Villamuriel de Cerrato,3,,""41,948,081"",""-4,514,387"",Town,"
"317,Vivero,3,,""43,663,697"",""-7,594,581"",Town,"
"318,Toro,2,,""41,524,877"",""-5,394,068"",Town,"
319,_Los ?lamos_,2,,,,,
"320,""""""Buciero"""""",,,,,,"
"321,""""""Camino Hondo"""" y entre parc. 19 y 21 Granja Escuela Jose Antonio"",2,,""37,318,546"",""-5,405,757"",Site,"
"322,""""""Camino Hondo"""""",,,""37,318,546"",""-5,405,757"",Site,"
"323,""""""chopera"""" Granja Escuela Jose Antonio"",2,,""41,643,131"",""-4,748,269"",Site,"
"324,""""""colina sobre puente"""""",,,,,,"
"325,""""""El Aguilucho"""""",,,,,,"
"326,""""""El Pinar"""""",2,,,,,"
"327,""""""faro Berria"""""",,,,,,"
"328,""""""Faro Berria"""""",,,,,,"
"329,""""""Finca Carraduero"""""",,,,,,"
"330,""""""Finca Sr.Trigo"""" Tordesillas"",2,,""41,514,169"",""-4,994,456"",Finca,"
"331,""""""La Cumbre"""""",2,,""39,405,177"",""-5,975,094"",Municipality,"
"332,""""""Las Fuentes"""""",,,,,,"
"333,""""""Los Chozones"""""",2,,""40,014,243"",""-6,426,586"",Walking Trail,"
"334,""""""Los Saurines"""""",2,,""37,790,561"",-0.972687,Golf Resort,"
"335,""""""Los Saurines"""" Balsicas"",,,""37,790,561"",-0.972687,Golf Resort,"
"336,""""""Los Saurines"""""",,,""37,790,561"",-0.972687,Golf Resort,"
"337,""""""Los Saurines"""""",,,""37,790,561"",-0.972687,Golf Resort,"
"338,""""""Los Saurines"""""",,,""37,790,561"",-0.972687,Golf Resort,"
"339,""""""Los Saurines"""""",,,""37,790,561"",-0.972687,Golf Resort,"
"340,""""""Los Saurines""""Balsicas y """"El Aguilucho"""""",2,,""37,790,561"",-0.972687,Golf Resort,"
"341,""""""San Mart?n"""""",,,""43,246,187"",""-6,003,710"",Parish,"
"342,""""""Sanchiricones"""""",,,""40,812,111"",""-5,874,009"",Region,"
"343,""""""Tierra de Campos"""""",,,""42,085,315"",""-4,940,833"",Region,"
"344,""""""Villaguer"""""",,,,,,"
345,20 km E,2,,,,,
"346,Abades,2,,""28,144,068"",""-16,443,012"",Village,"
"347,Aguilafuente,2,,""41,227,327"",""-4,111,252"",Municipality,"
"348,Ajo,,,""43,478,616"",""-3,612,413"",Town,"
"349,Aldeaso?a,2,,""41,471,888"",""-4,056,067"",Municipality,"
350,Algeria,,,,,,
"351,Alhama,2,,""37,003,288"",""-3,988,961"",Town,"
"352,Alhaurin,2,,""36,642,432"",""-4,687,039"",Town,"
"353,Andavias,2,,""41,596,409"",""-5,858,128"",Municipality,"
"354,Arapiles,2,,""40,893,107"",""-5,644,834"",Village,"
"355,Atarfe,2,,""37,222,838"",""-3,688,865"",City,"
"356,Ateca,2,,""41,330,035"",""-1,791,748"",Municipality,"
"357,Bejar,,,""40,385,345"",""-5,756,816"",Town,"
"358,Ba?os de Montemayor,2,,""40,318,848"",""-5,857,481"",Municipality,"
"359,Barcarrota,2,,""38,516,384"",""-6,850,081"",Municipality,"
"360,Barcial de la Loma,2,,""41,951,282"",""-5,283,472"",Municipality,"
"361,Bejes,2,,""43,242,507"",""-4,646,307"",Locality,"
"362,Bejes y Puerto de San Glorio,2,,""43,066,539"",""-4,765,931"",Mountain Pass,"
"363,Bejes,,,""43,242,351"",""-4,646,251"",Locality,"
"364,Benidorm,2,,""38,539,618"",-0.123301,City,"
"365,Beranga,2,,""43,414,756"",""-3,577,453"",Locality,"
"366,Bienvenida,2,,""38,298,091"",""-6,209,496"",Municipality,"
"367,Bo?ar,2,,""42,865,879"",""-5,323,655"",Municipality,"
"368,Bohemia,2,Czech,""50,044,484"",""14,443,818"",Region,"
"369,Burgos,2,,""42,343,153"",""-3,701,218"",City,"
370,C?rtama,2,,,,,
371,Cabezuela y Escalona,2,,,,,
"372,Cabo de Gata y Sierra de Filabres,2,,""36,721,968"",""-2,191,584"",Natural Park,"
"373,Cabrerizos,2,,""40,975,535"",""-5,611,665"",Municipality,"
"374,Calahorra de Boedo,2,,""42,574,225"",""-4,384,909"",Municipality,"
"375,Calatayud,2,,""41,351,675"",""-1,640,458"",Municipality,"
376,camino cerca de tejera,,,,,,
"377,Candelario,2,,""44,330,793"",""-5,745,033"",Municipality,"
"378,Carbajales de Alba,2,,""41,652,174"",""-5,996,549"",Village,"
"379,Carbonera?,2,,""37,003,916"",""-1,934,542"",Municipality,"
"380,Carbonero el Mayor,2,,""41,120,984"",""-4,266,644"",Municipality,"
381,Carcos,2,,,,,
382,casa Rafael Lopez,,,,,,
"383,Chamonix,2,France,""45,946,064"",""6,933,759"",Commune,"
384,Coreos,2,,,,,
385,Coreos????,2,,,,,
386,Coreos??????????,2,,,,,
"387,Corrales,2,,""37,273,829"",""-6,988,598"",District,"
"388,Cubillo de Castrej?n,2,,""42,808,593"",""-4,567,812"",Locality,"
"389,Cuenca de Campos,2,,""42,058,984"",""-5,055,018"",Municipality,"
390,de los nidos de Megachile,2,,,,,
391,de los nidos de Megachile,,,,,,
"392,Dehesa de Candelario,2,,""40,325,993"",""-5,767,476"",Site,"
"393,Duero,2,,""41,493,738"",""-5,481,435"",River,"
394,E. Lansing,2,,,,,
"395,El Escorial,2,,""40,588,959"",""-4,147,813"",Site,"
396,Fennia N,2,,,,,
"397,Fermoselle,2,,""41,316,162"",""-6,394,112"",Village,"
"398,Fregeneda,2,,""40,988,424"",""-6,868,192"",Municipality,"
"399,Fresno del R?o,2,,""42,681,843"",""-4,816,695"",Municipality,"
"400,Fuentelc?sped?,2,,""41,592,041"",""-3,640,223"",Municipality,"
"401,Fuentes Blancas,2,,""42,339,042"",""-3,651,902"",Green Zone,"
"402,G?ejar Sierra,2,,""37,159,019"",""-3,440,469"",Municipality,"
"403,Granada,2,,""37,177,727"",""-3,598,997"",City,"
"404,Granja Escuela Jose Antonio,2,,""41,643,131"",""-4,748,269"",Site,"
"405,Grazalema,2,,""36,758,652"",""-5,368,704"",Village,"
406,Hamad?n?,2,,,,,
"407,Hontoria,2,,""43,446,037"",""-4,911,855"",Parish,"
"408,Jarandilla,2,,""40,128,126"",""-5,658,942"",Municipality,"
"409,Juarros de Voltoya,2,,""41,030,561"",""-4,519,295"",Municipality,"
410,Kamenica n. Hr.,2,,,,,
"411,Kermanshahan,2,Iran,""34,340,875"",""47,093,804"",City,"
"412,Klanovice,2,,""50,093,922"",""14,665,964"",District,"
"413,La Herguijuela,2,,""40,395,333"",""-5,254,255"",Municipality,"
414,La Honfria,,,,,,
"415,La Maya,2,,""40,686,686"",""-5,612,927"",Municipality,"
"416,La Solana(b),2,,""38,943,187"",""-3,237,482"",Municipality,"
417,Labrilla,2,,,,,
"418,Langre,2,,""43,473,679"",""-3,699,924"",Town,"
"419,Las Rozas,2,,""40,519,565"",""-3,908,584"",Municipality,"
"420,Lebanza,2,,""42,968,836"",""-4,526,471"",Locality,"
"421,Ledesma,2,,""41,087,897"",""-6,001,688"",Town,"
"422,Linares de Riofr?o,2,,""40,580,927"",""-5,918,602"",Municipality,"
"423,Lindero chopos Granja Escuela Jose Antonio,2,,""41,643,131"",""-3,885,281"",Site,"
"424,Lumbrales,2,,""40,935,188"",""-6,719,882"",Municipality,"
425,Lusignan,,,,,,
"426,Malard,2,Iran,""35,690,214"",""50,984,480"",District,"
"427,Medina de las Torres,2,,""38,342,051"",""-6,411,848"",Municipality,"
"428,Megeces,2,,""41,407,173"",""-4,565,997"",Municipality,"
"429,Mejeces de ?scar,2,,""41,407,173"",""-4,565,997"",Municipality,"
"430,Mi?anes,2,,""42,422,287"",""-4,570,381"",Locality,"
"431,Moravia merid,2,,""49,798,755"",""17,063,608"",Region,"
"432,MORAVIA merid,2,,""49,798,755"",""17,063,608"",Region,"
"433,Moravia merid.,2,Czech,""49,798,755"",""17,063,608"",Region,"
"434,Moya,2,,""39,948,037"",""-1,368,034"",Municipality,"
"435,Mu?ovela,2,,""40,903,577"",""-5,779,824"",Finca,"
"436,Museum Leiden,,,""52,155,307"",""4,501,006"",Site,"
